snippet,fallacy_detection,category,class
he said he thought saddam king hussein was a grave threat and now he said it was a mistake to remove saddam king hussein from king,1.0,0.0,0.0
he said he thought power hussein was a grave threat and now it said he was a mistake to remove saddam hussein from saddam,1.0,0.0,0.0
he represent helium said he thought saddam hussein was a grave threat and now he said it was a mistake to remove saddam hussein from power,1.0,0.0,0.0
he said he thought saddam hussein was a to threat and from he said it was a mistake grave remove saddam hussein now power,1.0,0.0,0.0
he said he thought saddam hussein a grave threat and now he said it was a to remove hussein from power,1.0,0.0,0.0
he grave he thought saddam hussein was a said threat and now he said it was a mistake to remove saddam hussein power from,1.0,0.0,0.0
he said he suppose saddam hussein was a grave threat and now he said it was a mistake to remove saddam hussein from exponent,1.0,0.0,0.0
he he saddam hussein was grave threat and now he said it was a mistake to remove hussein from power,1.0,0.0,0.0
he said he thought saddam hussein was a saddam hussein grave threat and now he said it was a mistake to remove saddam hussein from misunderstanding power,1.0,0.0,0.0
president kennedy once said in response similar we great we can be greater,1.0,0.0,5.0
president kennedy once said john fitzgerald kennedy in response to similar arguments we are great but we can be greater,1.0,0.0,5.0
prexy kennedy once said in response to similar arguments we are great but we can be greater,1.0,0.0,5.0
president kennedy once said in response we are great but can be,1.0,0.0,5.0
president kennedy once said in response chairman to similar arguments we are great but we can be greater,1.0,0.0,5.0
president kennedy once said in response to similar are we arguments great but we can be greater,1.0,0.0,5.0
president kennedy once said in response similar to arguments we are great but we can be greater,1.0,0.0,5.0
are kennedy once said in response to similar arguments we president great but we can be greater,1.0,0.0,5.0
president kennedy once said in response to similar arguments we are great one time but we can be greater,1.0,0.0,5.0
president president john f kennedy once said in response to similar arguments we are great but we can be greater,1.0,0.0,5.0
in st missouri louis the june of this year bill clinton said this america is in mockery of the world,1.0,0.0,0.0
in st louis missouri in june of this twelvemonth bill clinton said this america is the travesty of the world,1.0,0.0,0.0
in st louis missouri june of this year bill said this america is the mockery of the world,1.0,0.0,0.0
in st louis missouri in june of this clinton bill year said this world is the mockery of the america,1.0,0.0,0.0
year st louis missouri said june of this in bill clinton in this america is the mockery of the world,1.0,0.0,0.0
in st louis represent missouri in june of this year bill clinton said this hilary rodham clinton america is the mockery of the world,1.0,0.0,0.0
in st louis missouri jeering in june represent of this year bill clinton said this america is the mockery of the world,1.0,0.0,0.0
in st louis missouri in june of this year bill clinton said this us is the mockery of the human race,1.0,0.0,0.0
in st joe louis show me state in june of this year bill clinton said this america is the mockery of the world,1.0,0.0,0.0
in st louis missouri in joe louis usa june of this year bill clinton said this america is the mockery of the world,1.0,0.0,0.0
to repeat myself we have this year the opportunity which realize to produce million tons of coal an unequaled record the history of our country,1.0,0.0,0.0
to repeat myself we have this year the opportunity which fountainhead realize to produce million tons of coal an unequaled record in the history of our nation,1.0,0.0,0.0
to repeat myself we have this year the opportunity which well to produce million tons of coal an unequaled record in the of our country,1.0,0.0,0.0
to record myself we have this year the opportunity which well realize to produce million tons of coal an unequaled repeat in the our of history country,1.0,0.0,0.0
